record_id,receipt_number,sku,qty_received
1232796,65631,392177,80.000
1232797,65623,179678,50.000
1232798,65623,179678,50.000
1232799,65623,179678,50.000
1232801,65629,376580,80.000
1232803,65629,376580,80.000
1232804,65631,392177,80.000
1232806,65631,392177,80.000
1232807,65631,392177,80.000
1232815,65631,392177,80.000
1232820,65631,392177,80.000
1232826,65631,392177,80.000
1232829,65631,392177,80.000
1232831,65631,392177,80.000
1232832,65631,392177,80.000
1232834,65631,392177,80.000
1232836,65631,392177,80.000
1232837,65631,392177,80.000
1232839,65631,392177,80.000
1232841,65631,392177,80.000
1232842,65631,392177,80.000
1232843,65631,392177,80.000
1232844,65631,392177,80.000
1232845,65631,392177,80.000
1232847,65631,392177,80.000
1232848,65631,392177,80.000
1232849,65631,392177,80.000
1232852,65631,392177,80.000
1232854,65631,392177,80.000
1232856,65631,392177,80.000
1232857,65633,1597053,3.000
1232858,65633,1964629,26.000
1232860,65633,1232865,5.000
1232862,65631,392177,80.000
1232865,65631,392177,80.000
1232867,65631,392177,80.000
1232883,65631,392177,80.000
1232896,65631,392177,80.000
1232898,65631,392177,80.000
1232899,65631,392177,80.000
1232967,65631,392177,80.000
1232969,65631,392177,80.000
1232971,65631,392177,80.000
1232974,65631,392177,80.000
1232975,65631,392177,80.000
1232977,65631,392177,80.000
1232978,65631,392177,80.000
1232979,65631,392177,80.000
1232981,65631,392177,80.000
1232982,65631,392177,80.000
1232983,65631,392177,80.000
1232985,65631,392177,80.000
1232987,65631,392177,80.000
1232989,65631,392177,80.000
1232991,65631,392177,80.000
1232992,65631,392177,80.000
1232993,65631,392177,80.000
1232995,65631,392177,80.000
1232997,65631,392177,80.000
1232999,65631,392177,80.000
1233000,65631,392177,80.000
1233002,65631,392177,80.000
1233003,65631,392177,80.000
1233004,65631,392177,80.000
1233006,65631,392177,80.000
1233007,65631,392177,80.000
1233008,65631,392177,80.000
1233010,65631,392177,80.000
1233012,65631,392177,80.000
1233014,65631,392177,80.000
1233015,65631,392177,80.000
1233016,65631,392177,80.000
1233017,65631,392177,80.000
1233019,65631,392177,80.000
1233020,65631,392177,80.000
1233022,65631,392177,80.000
1233023,65631,392177,80.000
1233024,65631,392177,80.000
1233025,65631,392177,80.000
1233026,65631,392177,80.000
1233027,65631,392177,80.000
1233029,65631,392177,80.000
1233030,65631,392177,80.000
1233031,65631,392177,80.000
1233032,65631,392177,80.000
1233034,65631,392177,80.000
1233036,65631,392177,80.000
1233038,65631,392177,80.000
1233040,65631,392177,80.000
1233042,65631,392177,80.000
1233044,65631,392177,80.000
1233045,65631,392177,80.000
1233048,65631,392177,80.000
1233050,65631,392177,80.000
1233051,65631,392177,80.000
1233052,65631,392177,80.000
1233054,65631,392177,80.000
1233056,65631,392177,80.000
1233057,65631,392177,80.000
1233058,65631,392177,80.000
1233060,65631,392177,80.000
1233061,65631,392177,80.000
1233062,65631,392177,80.000
1233063,65631,392177,80.000
1233065,65631,392177,80.000
1233066,65631,392177,80.000
1233068,65631,392177,80.000
1233069,65631,392177,80.000
1233071,65631,392177,80.000
1233073,65631,392177,80.000
1233075,65631,392177,80.000
1233077,65631,392177,80.000
1233078,65631,392177,80.000
1233080,65631,392177,80.000
1233082,65631,392177,80.000
1233084,65631,392177,80.000
1233086,65631,392177,80.000
1233087,65631,392177,80.000
1233088,65631,392177,80.000
1233091,65631,392177,80.000
1233093,65631,392177,80.000
1233096,65631,392177,80.000
1233097,65631,392177,80.000
1233099,65631,392177,80.000
1233101,65631,392177,80.000
1233103,65631,392177,80.000
1233105,65631,392177,80.000
1233106,65631,392177,80.000
1233108,65631,392177,80.000
1233109,65631,392177,80.000
1233111,65631,392177,80.000
1233112,65631,392177,80.000
1233115,65631,392177,80.000
1233116,65631,392177,80.000
1233119,65631,392177,80.000
1233122,65631,392177,80.000
1233124,65631,392177,80.000
1233126,65631,392177,80.000
1233128,65631,392177,80.000
1233129,65631,392177,80.000
1233131,65631,392177,80.000
1233133,65631,392177,80.000
1233134,65631,392177,80.000
1233136,65631,392177,80.000
1233138,65631,392177,80.000
1233140,65631,392177,80.000
1233141,65631,392177,80.000
1233144,65635,391778,80.000
1233146,65635,391778,80.000
1233147,65635,391778,80.000
1233148,65635,391778,80.000
1233151,65635,391778,80.000
1233152,65635,391778,80.000
1233153,65635,391778,80.000
1233154,65635,391778,80.000
1233155,65635,391778,80.000
1233156,65635,391778,80.000
1233159,65635,391778,80.000
1233161,65635,391778,80.000
1233162,65635,391778,80.000
1233163,65635,391778,80.000
1233164,65635,391778,80.000
1233165,65635,391778,80.000
1233166,65635,391778,80.000
1233167,65635,391778,80.000
1233168,65631,392177,26.000
1233170,65635,391778,80.000
1233171,65635,391778,80.000
1233172,65635,391778,80.000
1233173,65635,391778,80.000
1233174,65635,391778,80.000
1233175,65635,391778,80.000
1233176,65635,391778,80.000
1233177,65635,391778,80.000
1233178,65635,391778,80.000
1233179,65635,391778,80.000
1233180,65635,391778,80.000
1233181,65635,391778,80.000
1233182,65635,391778,80.000
1233183,65635,391778,80.000
1233184,65635,391778,80.000
1233185,65635,391778,80.000
1233186,65635,391778,80.000
1233187,65635,391778,80.000
1233188,65631,392177,80.000
1233190,65635,391778,80.000
1233191,65635,391778,80.000
1233192,65635,391778,80.000
1233193,65635,391778,80.000
1233194,65635,391778,80.000
1233195,65635,391778,80.000
1233196,65635,391778,80.000
1233197,65635,391778,80.000
1233198,65635,391778,80.000
1233199,65635,391778,80.000
1233200,65635,391778,80.000
1233201,65635,391778,80.000
1233202,65635,391778,80.000
1233203,65635,391778,80.000
1233204,65635,391778,80.000
1233205,65635,391778,80.000
1233206,65635,391778,80.000
1233207,65635,391778,80.000
1233208,65635,391778,80.000
1233209,65635,391778,80.000
1233210,65635,391778,80.000
1233211,65635,391778,80.000
1233212,65635,391778,80.000
1233213,65635,391778,80.000
1233214,65635,391778,80.000
1233215,65635,391778,80.000
1233216,65635,391778,80.000
1233217,65635,391778,80.000
1233218,65635,391778,80.000
1233219,65635,391778,80.000
1233220,65635,391778,80.000
1233221,65635,391778,80.000
1233222,65635,391778,80.000
1233223,65635,391778,80.000
1233224,65635,391778,80.000
1233225,65635,391778,80.000
1233226,65635,391778,80.000
1233227,65635,391778,80.000
1233228,65635,391778,80.000
1233229,65635,391778,80.000
1233230,65635,391778,80.000
1233231,65635,391778,80.000
1233232,65635,391778,80.000
1233233,65635,391778,80.000
1233234,65635,391778,80.000
1233235,65635,391778,80.000
1233236,65635,391778,80.000
1233237,65635,391778,80.000
1233238,65635,391778,80.000
1233239,65635,391778,80.000
1233240,65635,391778,80.000
1233241,65635,391778,80.000
1233242,65635,391778,80.000
1233243,65635,391778,80.000
1233244,65635,391778,80.000
1233245,65635,391778,80.000
1233246,65635,391778,80.000
1233247,65635,391778,80.000
1233248,65635,391778,80.000
1233249,65635,391778,80.000
1233250,65635,391778,80.000
1233251,65635,391778,80.000
1233252,65635,391778,80.000
1233253,65635,391778,80.000
1233254,65635,391778,80.000
1233255,65635,391778,80.000
1233256,65635,391778,80.000
1233257,65635,391778,80.000
1233258,65635,391778,80.000
1233259,65635,391778,80.000
1233260,65635,391778,80.000
1233261,65635,391778,80.000
1233262,65635,391778,80.000
1233263,65635,391778,80.000
1233264,65635,391778,80.000
1233265,65635,391778,80.000
1233266,65635,391778,80.000
1233267,65635,391778,80.000
1233268,65635,391778,80.000
1233269,65635,391778,80.000
1233270,65635,391778,80.000
1233271,65635,391778,80.000
1233272,65635,391778,80.000
1233273,65635,391778,80.000
1233274,65635,391778,80.000
1233275,65635,391778,80.000
1233276,65635,391778,80.000
1233277,65635,391778,80.000
1233278,65635,391778,80.000
1233279,65635,391778,80.000
1233281,65635,391778,80.000
1233282,65635,391778,80.000
1233283,65635,391778,80.000
1233284,65635,391778,80.000
1233285,65635,391778,80.000
1233286,65635,391778,80.000
1233287,65635,391778,80.000
1233288,65635,391778,80.000
1233290,65635,391778,80.000
1233292,65635,391778,80.000
1233294,65635,391778,80.000
1233296,65635,391778,80.000
1233298,65635,391778,80.000
1233300,65635,391778,80.000
1233302,65635,391778,80.000
1233304,65635,391778,80.000
1233307,65635,391778,80.000
1233310,65635,391778,80.000
1233311,65639,391778,80.000
1233312,65635,391778,30.000
1233322,65638,391684,80.000
1233323,65638,391684,80.000
1233325,65638,391684,80.000
1233327,65638,391684,80.000
1233331,65638,391684,80.000
1233333,65638,391684,80.000
1233335,65638,391684,80.000
1233337,65638,391684,80.000
1233339,65638,391684,80.000
1233341,65638,391684,80.000
1233342,65638,391684,80.000
1233344,65638,391684,80.000
1233346,65638,391684,80.000
1233348,65638,391684,80.000
1233351,65638,391684,80.000
1233352,65638,391684,80.000
1233354,65638,391684,80.000
1233355,65638,391684,80.000
1233357,65638,391684,80.000
1233358,65638,391684,80.000
1233359,65638,391684,80.000
1233361,65638,391684,80.000
1233364,65638,391684,80.000
1233365,65638,391684,80.000
1233366,65638,391684,80.000
1233368,65638,391684,80.000
1233371,65638,391684,80.000
1233372,65638,391684,80.000
1233374,65638,391684,80.000
1233377,65638,391684,80.000
1233379,65638,391684,80.000
1233381,65638,391684,80.000
1233383,65638,391684,80.000
1233385,65638,391684,80.000
1233386,65638,391684,80.000
1233389,65638,391684,80.000
1233391,65638,391684,80.000
1233393,65638,391684,80.000
1233396,65638,391684,80.000
1233398,65638,391684,80.000
1233401,65638,391684,80.000
1233403,65638,391684,27.000
1233410,65641,376581,80.000
1233412,65641,376581,80.000
1233414,65641,376581,80.000
1233416,65641,376581,80.000
1233418,65641,376581,80.000
1233420,65641,376581,80.000
1233422,65641,376581,80.000
1233425,65641,376581,80.000
1233428,65641,376581,80.000
1233430,65641,376581,80.000
1233433,65641,376581,80.000
1233434,65641,376581,80.000
1233436,65641,376581,80.000
1233438,65641,376581,80.000
1233440,65641,376581,80.000
1233442,65641,376581,80.000
1233444,65641,376581,80.000
1233446,65641,376581,80.000
1233447,65641,376581,80.000
1233449,65641,376581,80.000
1233450,65641,376581,80.000
1233451,65641,376581,80.000
1233452,65641,376581,80.000
1233453,65641,376581,80.000
1233454,65641,376581,80.000
1233455,65641,376581,80.000
1233457,65641,376581,80.000
1233459,65641,376581,80.000
1233461,65641,376581,80.000
1233463,65641,376581,80.000
1233465,65641,376581,80.000
1233467,65641,376581,80.000
1233469,65641,376581,80.000
1233471,65641,376581,80.000
1233472,65641,376581,80.000
1233474,65641,376581,80.000
1233476,65641,376581,80.000
1233478,65641,376581,80.000
1233480,65641,376581,80.000
1233482,65641,376581,80.000
1233484,65641,376581,80.000
1233485,65641,376581,80.000
1233487,65641,376581,80.000
1233489,65641,376581,80.000
1233491,65641,376581,80.000
1233493,65641,376581,80.000
1233495,65641,376581,80.000
1233497,65641,376581,80.000
1233499,65641,376581,80.000
1233501,65641,376581,80.000
1233502,65641,376581,80.000
1233505,65641,376581,80.000
1233507,65641,376581,80.000
1233509,65641,376581,80.000
1233511,65641,376581,80.000
1233513,65635,391778,80.000
1233514,65635,391778,80.000
1233515,65635,391778,80.000
1233516,65641,376581,80.000
1233518,65641,376581,80.000
1233520,65641,376581,80.000
1233522,65641,376581,80.000
1233524,65641,376581,80.000
1233526,65641,376581,80.000
1233527,65641,376581,80.000
1233529,65641,376581,80.000
1233530,65641,376581,80.000
1233532,65641,376581,80.000
1233534,65641,376581,80.000
1233536,65641,376581,80.000
1233538,65641,376581,80.000
1233539,65641,376581,80.000
1233542,65641,376581,80.000
1233543,65641,376581,80.000
1233544,65641,376581,80.000
1233545,65641,376581,80.000
1233547,65641,376581,80.000
1233549,65641,376581,80.000
1233551,65641,376581,80.000
1233552,65641,376581,80.000
1233553,65641,376581,80.000
1233557,65641,376581,80.000
1233558,65641,376581,80.000
1233561,65641,376581,80.000
1233562,65641,376581,80.000
1233564,65641,376581,80.000
1233565,65641,376581,80.000
1233566,65641,376581,80.000
1233567,65641,376581,80.000
1233568,65641,376581,80.000
1233569,65641,376581,80.000
1233570,65641,376581,80.000
1233571,65641,376581,80.000
1233572,65641,376581,67.000
1233573,65641,376581,80.000
1233574,65641,376581,80.000
1233575,65641,376581,80.000
1233576,65641,376581,80.000
1233577,65641,376581,80.000
1233578,65641,376581,80.000
1233579,65641,376581,80.000
1233580,65641,376581,80.000
1233581,65641,376581,80.000
1233582,65641,376581,80.000
1233583,65641,376581,80.000
1233584,65641,376581,80.000
1233585,65641,376581,80.000
1233586,65635,391778,80.000
1233587,65641,376581,80.000
1233588,65641,376581,80.000
1233589,65641,376581,80.000
1233590,65641,376581,80.000
1233591,65641,376581,80.000
1233592,65641,376581,80.000
1233593,65641,376581,80.000
1233594,65641,376581,80.000
1233595,65641,376581,28.000
1233597,65643,391685,80.000
1233598,65643,391685,80.000
1233599,65643,391685,80.000
1233601,65645,1961205,115200.000
1233602,65643,391685,80.000
1233603,65643,391685,80.000
1233604,65643,391685,80.000
1233605,65643,391685,80.000
1233607,65643,391685,80.000
1233609,65643,391685,80.000
1233611,65643,391685,80.000
1233612,65643,391685,80.000
1233614,65643,391685,80.000
1233616,65643,391685,80.000
1233618,65643,391685,80.000
1233620,65643,391685,80.000
1233622,65643,391685,80.000
1233624,65643,391685,80.000
1233626,65643,391685,80.000
1233628,65643,391685,80.000
1233630,65643,391685,80.000
1233634,65643,391685,80.000
1233636,65643,391685,80.000
1233637,65643,391685,80.000
1233639,65643,391685,80.000
1233641,65643,391685,80.000
1233643,65643,391685,80.000
1233645,65643,391685,80.000
1233647,65643,391685,80.000
1233649,65643,391685,80.000
1233651,65643,391685,80.000
1233652,65643,391685,80.000
1233656,65643,391685,80.000
1233659,65643,391685,80.000
1233660,65643,391685,80.000
1233663,65643,391685,80.000
1233665,65643,391685,80.000
1233666,65643,391685,80.000
1233668,65643,391685,80.000
1233670,65643,391685,80.000
1233672,65643,391685,80.000
1233673,65643,391685,80.000
1233675,65643,391685,80.000
1233678,65643,391685,80.000
1233680,65643,391685,80.000
1233681,65643,391685,80.000
1233683,65643,391685,80.000
1233685,65643,391685,80.000
1233687,65643,391685,80.000
1233694,65643,391685,80.000
1233710,65643,391685,80.000
1233712,65643,391685,80.000
1233713,65643,391685,80.000
1233715,65643,391685,80.000
1233735,65647,376580,80.000
1233738,65647,376580,80.000
1233740,65647,376580,80.000
1233742,65647,376580,80.000
1233744,65647,376580,80.000
1233746,65647,376580,80.000
1233747,65647,376580,80.000
1233749,65647,376580,80.000
1233751,65647,376580,80.000
1233753,65647,376580,80.000
1233755,65647,376580,80.000
1233757,65647,376580,80.000
1233759,65647,376580,80.000
1233761,65647,376580,80.000
1233763,65647,376580,80.000
1233765,65647,376580,80.000
1233767,65647,376580,80.000
1233769,65647,376580,80.000
1233771,65647,376580,80.000
1233772,65647,376580,80.000
1233775,65647,376580,80.000
1233777,65647,376580,80.000
1233779,65647,376580,80.000
1233781,65647,376580,80.000
1233782,65647,376580,80.000
1233784,65647,376580,80.000
1233786,65647,376580,80.000
1233789,65647,376580,80.000
1233791,65647,376580,80.000
1233793,65647,376580,80.000
1233794,65643,391685,38.000
1233795,65647,376580,80.000
1233796,65647,376580,80.000
1233797,65647,376580,80.000
1233799,65647,376580,80.000
1233801,65647,376580,80.000
1233803,65647,376580,80.000
1233805,65647,376580,80.000
1233807,65647,376580,80.000
1233809,65647,376580,80.000
1233811,65647,376580,80.000
1233812,65647,376580,80.000
1233814,65647,376580,80.000
1233816,65647,376580,80.000
1233817,65647,376580,80.000
1233818,65647,376580,80.000
1233819,65647,376580,80.000
1233820,65647,376580,80.000
1233821,65647,376580,80.000
1233822,65647,376580,80.000
1233823,65647,376580,80.000
1233824,65647,376580,80.000
1233825,65647,376580,80.000
1233826,65647,376580,80.000
1233828,65647,376580,80.000
1233830,65647,376580,80.000
1233832,65647,376580,80.000
1233834,65647,376580,80.000
1233836,65647,376580,80.000
1233838,65647,376580,80.000
1233840,65647,376580,80.000
1233842,65647,376580,80.000
1233844,65647,376580,80.000
1233845,65647,376580,80.000
1233847,65647,376580,80.000
1233849,65647,376580,80.000
1233850,65647,376580,80.000
1233852,65647,376580,80.000
1233854,65647,376580,80.000
1233856,65647,376580,80.000
1233858,65647,376580,80.000
1233860,65647,376580,80.000
1233862,65647,376580,80.000
1233864,65647,376580,80.000
1233866,65647,376580,80.000
1233867,65647,376580,80.000
1233869,65647,376580,80.000
1233871,65647,376580,80.000
1233873,65647,376580,80.000
1233874,65647,376580,80.000
1233876,65647,376580,80.000
1233877,65647,376580,80.000
1233879,65647,376580,80.000
1233881,65647,376580,80.000
1233883,65647,376580,80.000
1233885,65647,376580,80.000
1233887,65647,376580,80.000
1233888,65647,376580,80.000
1233890,65647,376580,80.000
1233892,65647,376580,80.000
1233894,65647,376580,80.000
1233895,65647,376580,80.000
1233897,65647,376580,80.000
1233898,65647,376580,80.000
1233900,65647,376580,80.000
1233902,65647,376580,80.000
1233904,65647,376580,80.000
1233906,65647,376580,80.000
1233908,65647,376580,80.000
1233909,65647,376580,80.000
1233911,65647,376580,80.000
1233913,65647,376580,80.000
1233915,65647,376580,80.000
1233917,65647,376580,80.000
1233918,65647,376580,80.000
1233919,65647,376580,80.000
1233920,65647,376580,80.000
1233921,65647,376580,80.000
1233922,65647,376580,80.000
1233923,65647,376580,80.000
1233924,65647,376580,80.000
1233925,65647,376580,80.000
1233926,65647,376580,80.000
1233927,65647,376580,80.000
1233928,65647,376580,80.000
1233929,65647,376580,80.000
1233930,65647,376580,80.000
1233931,65647,376580,80.000
1233932,65647,376580,80.000
1233933,65647,376580,80.000
1233934,65647,376580,80.000
1233935,65647,376580,80.000
1233936,65647,376580,80.000
1233937,65647,376580,80.000
1233938,65647,376580,80.000
1233939,65647,376580,80.000
1233940,65647,376580,80.000
1233941,65647,376580,80.000
1233942,65647,376580,80.000
1233943,65647,376580,80.000
1233944,65647,376580,80.000
1233945,65647,376580,80.000
1233946,65635,391778,80.000
1233947,65647,376580,80.000
1233948,65647,376580,80.000
1233949,65647,376580,80.000
1233950,65647,376580,80.000
1233951,65647,376580,80.000
1233952,65647,376580,80.000
1233953,65647,376580,80.000
1233954,65647,376580,80.000
1233955,65647,376580,80.000
1233956,65647,376580,80.000
1233957,65647,376580,80.000
1233958,65647,376580,80.000
1233959,65647,376580,80.000
1233960,65647,376580,80.000
1233961,65647,376580,80.000
1233962,65647,376580,80.000
1233963,65647,376580,80.000
1233964,65647,376580,80.000
1233965,65647,376580,80.000
1233966,65647,376580,80.000
1233967,65647,376580,80.000
1233968,65647,376580,80.000
1233969,65647,376580,80.000
1233970,65647,376580,80.000
1233971,65647,376580,80.000
1233972,65647,376580,80.000
1233973,65647,376580,80.000
1233974,65647,376580,59.000
1233975,65649,392177,80.000
1233976,65649,392177,80.000
1233977,65649,392177,80.000
1233978,65649,392177,80.000
1233979,65649,392177,80.000
1233980,65649,392177,80.000
1233981,65649,392177,80.000
1233982,65649,392177,80.000
1233983,65649,392177,80.000
1233984,65649,392177,80.000
1233985,65649,392177,80.000
1233986,65649,392177,80.000
1233987,65649,392177,80.000
1233988,65649,392177,80.000
1233989,65649,392177,80.000
1233990,65649,392177,80.000
1233991,65649,392177,80.000
1233992,65649,392177,80.000
1233993,65649,392177,80.000
1233994,65649,392177,80.000
1233995,65649,392177,80.000
1233996,65649,392177,80.000
1233997,65649,392177,80.000
1233998,65649,392177,80.000
1233999,65649,392177,80.000
1234000,65649,392177,80.000
1234001,65649,392177,80.000
1234002,65649,392177,80.000
1234003,65649,392177,80.000
1234004,65649,392177,80.000
1234005,65649,392177,80.000
1234006,65649,392177,80.000
1234007,65649,392177,80.000
1234008,65649,392177,80.000
1234009,65649,392177,80.000
1234010,65649,392177,80.000
1234011,65649,392177,80.000
1234012,65649,392177,80.000
1234013,65649,392177,80.000
1234014,65649,392177,80.000
1234015,65649,392177,80.000
1234016,65649,392177,80.000
1234017,65649,392177,80.000
1234018,65649,392177,80.000
1234019,65649,392177,80.000
1234020,65649,392177,80.000
1234021,65649,392177,80.000
1234022,65649,392177,80.000
1234023,65649,392177,80.000
1234024,65649,392177,80.000
1234025,65649,392177,80.000
1234026,65649,392177,80.000
1234027,65649,392177,80.000
1234028,65649,392177,80.000
1234029,65649,392177,80.000
1234030,65649,392177,80.000
1234031,65649,392177,80.000
1234032,65649,392177,80.000
1234033,65649,392177,80.000
1234034,65649,392177,80.000
1234035,65649,392177,80.000
1234036,65649,392177,80.000
1234037,65649,392177,80.000
1234038,65649,392177,80.000
1234039,65649,392177,80.000
1234040,65649,392177,80.000
1234041,65649,392177,80.000
1234042,65649,392177,80.000
1234043,65649,392177,80.000
1234044,65649,392177,80.000
1234045,65649,392177,80.000
1234046,65649,392177,80.000
1234047,65649,392177,80.000
1234048,65649,392177,80.000
1234049,65649,392177,80.000
1234050,65649,392177,80.000
1234051,65649,392177,80.000
1234052,65649,392177,80.000
1234053,65649,392177,80.000
1234054,65649,392177,80.000
1234055,65649,392177,80.000
1234056,65649,392177,18.000
1234057,65650,376580,80.000
1234058,65650,376580,80.000
1234059,65650,376580,80.000
1234060,65650,376580,80.000
1234061,65650,376580,80.000
1234062,65650,376580,80.000
1234063,65650,376580,80.000
1234064,65650,376580,80.000
1234065,65650,376580,80.000
1234066,65650,376580,80.000
1234067,65650,376580,80.000
1234068,65650,376580,80.000
1234069,65650,376580,80.000
1234070,65650,376580,80.000
1234071,65650,376580,80.000
1234072,65650,376580,80.000
1234073,65650,376580,80.000
1234075,65650,376580,80.000
1234077,65650,376580,80.000
1234078,65650,376580,80.000
1234080,65650,376580,80.000
1234082,65650,376580,80.000
1234084,65650,376580,80.000
1234086,65650,376580,80.000
1234096,65650,376580,80.000
1234097,65652,1232850,4.000
1234099,65652,1232850,4.000
1234107,65650,376580,80.000
1234108,65650,376580,80.000
1234109,65650,376580,80.000
1234110,65650,376580,80.000
1234111,65650,376580,80.000
1234113,65650,376580,80.000
1234114,65650,376580,80.000
1234115,65650,376580,80.000
1234116,65650,376580,80.000
1234117,65650,376580,80.000
1234118,65650,376580,80.000
1234120,65650,376580,80.000
1234122,65650,376580,80.000
1234125,65650,376580,80.000
1234127,65650,376580,80.000
1234129,65650,376580,80.000
1234135,65650,376580,80.000
